,id_orig,year_orig,year,author_orig,author,title_orig,title,genre,source,title_short
1938,SC2145,1879,1879,"Walford, Lucy Bethia","Walford, Lucy Bethia",Cousins by L B Walford,Cousins / by L.B. Walford.,,,Cousins
1939,SC2146,1879,1879,Webber Bryon,Webber Bryon,Pigskin and willow with other sporting stories,Pigskin and willow : with other sporting stories,,,Pigskin and willow
1940,SC2147,1879,1879,Wingfield Lewis 1842 1891,"Wingfield, Lewis",My lords of Strogue a chronicle of Ireland from the Convention to the Union,My lords of Strogue; a chronicle of Ireland from the Convention to the Union,,,My lords of Strogue
1941,SC2148,1879,1879,Yonge Charlotte Mary 1823 1901,"Yonge, Charlotte Mary",Magnum bonum or Mother Carey s brood,"Magnum bonum; or, Mother Carey's brood",,,Magnum bonum
1942,SC2149,1880,1880,"Armstrong, David","Armstrong, David",David Armstrong or Before the dawn,"David Armstrong, or, Before the dawn",,,David Armstrong
1943,SC2150,1880,1880,"Banks, Linnaeus George","Banks, Linnaeus George",Wooers and winners or Under the scars a Yorkshire story,"Wooers and winners, or, Under the scars : a Yorkshire story",,,Wooers and winners
1944,SC2151,1880,1880,"Black, Clementina","Black, Clementina",Orlando,Orlando,,,Orlando
1945,SC2152,1880,1880,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",The story of Barbara her splendid misery and her gilded cage a novel,The story of Barbara : her splendid misery and her gilded cage : a novel,,,The story of Barbara
1946,SC2153,1880,1880,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",Wyllard s weird,Wyllard's weird,,,Wyllard's weird
1947,SC2154,1880,1880,Carrington Mrs,Carrington Mrs,Prince Fortune and Prince Fatal,Prince Fortune and Prince Fatal,,,Prince Fortune and Prince Fatal
1948,SC2155,1880,1880,Christie Mary Elizabeth 1847 1906,Christie Mary Elizabeth,Lady Laura In three volumes,Lady Laura : In three volumes,,,Lady Laura
1949,SC2156,1880,1880,Christie Murray David,"Christie, Murray David",A life s atonement a novel,A life's atonement : a novel,,,A life's atonement
1950,SC2157,1880,1880,Clutton Brock Ellen,Clutton Brock Ellen,Marjory a study,Marjory : a study,,,Marjory
1951,SC2158,1880,1880,Collins Wilkie 1824 1889,"Collins, Wilkie",Jezebel s daughter,Jezebel's daughter,,,Jezebel's daughter
1952,SC2159,1880,1880,"Colvill, Helen Hester",Colvill Helen Hester,A dreamer,A dreamer,,,A dreamer
1953,SC2160,1880,1880,Desart William Ulick O Connor Cuffe Earl of 1845 1898,Cuffe William Ulick O'Connon,Mervyn O Connor and other tales,Mervyn O'Connor and other tales,,,Mervyn O'Connor and other tales
1954,SC2161,1880,1880,Dowling Richard 1846 1898,Dowling Richard,The weird sisters A romance,The weird sisters. A romance,,,The weird sisters
1955,SC2162,1880,1880,Duff Henrietta A Henrietta Anne 1842 1879,Duff Henrietta Anne,Honor Carmichael a study,Honor Carmichael : a study,,,Honor Carmichael
1956,SC2163,1880,1880,Esmond Henry,Esmond Henry,A life s hazard or The outlaw of Wentworth Waste,"A life's hazard, or, The outlaw of Wentworth Waste",,,A life's hazard
1957,SC2164,1880,1880,"Fetherstonhaugh, Hon. Mrs. (Maria Georgiana Carleton)","Fetherstonhaugh, Hon. Mrs. (Maria Georgiana Carleton)",Alan Dering,Alan Dering,,,Alan Dering
1958,SC2165,1880,1880,Fleming George 1858 1938,Fleming George,The head of Medusa,The head of Medusa,,,The head of Medusa
1959,SC2166,1880,1880,Fraser Tytler M E Mary Elizabeth,Fraser Tytler M E Mary Elizabeth,Grisel Romney a novel,Grisel Romney : a novel,,,Grisel Romney
1960,SC2167,1880,1880,Gerard E D,Gerard E D,Reata what s in a name,Reata : what's in a name,,,Reata
1961,SC2168,1880,1880,"Greg, Percy","Greg, Percy",Errant a life story of latter day chivalry,Errant : a life-story of latter-day chivalry,,,Errant
1962,SC2169,1880,1880,Griffiths Arthur 1838 1908,"Griffiths, Arthur",A son of Mars,A son of Mars,,,A son of Mars
1963,SC2170,1880,1880,H C,H C,Her dignity and grace a tale,Her dignity and grace : a tale,,,Her dignity and grace
1964,SC2172,1880,1880,"Hardy, Thomas","Hardy, Thomas",The Trumpet Major A Tale By Thomas Hardy In Three Volumes,The Trumpet-Major: A Tale: By Thomas Hardy: In Three Volumes,Historical,"Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",The Trumpet-Major
1965,SC2173,1880,1880,Hatton Joseph 1841 1907,"Hatton, Joseph",Three recruits and the girls they left behind them a novel,Three recruits and the girls they left behind them : a novel,,,Three recruits and the girls they left behind them
1966,SC2174,1880,1880,Hope Beryl,"Hope, Beryl",The shadow of a life a girl s story,The shadow of a life : a girl's story,,,The shadow of a life
1967,SC2175,1880,1880,Hunt Alfred William Mrs 1831 1912,Hunt Alfred William,The leaden casket a novel,The leaden casket : a novel,,,The leaden casket
1968,SC2176,1880,1880,Ingelow Jean 1820 1897,"Ingelow, Jean",Sarah de Berenger,Sarah de Berenger,,,Sarah de Berenger
1969,SC2177,1880,1880,Jenkins Edward 1838 1910,"Jenkins, Edward",Lisa Lena,Lisa Lena,,,Lisa Lena
1970,SC2179,1880,1880,Norris W E William Edward 1847 1925,Norris William Edward,Mademoiselle de Mersac,Mademoiselle de Mersac,,,Mademoiselle de Mersac
1971,SC2181,1880,1880,Oliphant Mrs Margaret 1828 1897,"Oliphant, Mrs. Margaret",The greatest heiress in England,The greatest heiress in England,,,The greatest heiress in England
1972,SC2182,1880,1880,Ouida 1839 1908,Ramé Maria Louise Ouida (pseud),Moths A novel,Moths. A novel,,,Moths
1973,SC2183,1880,1880,Page Hamilton,Page Hamilton,The lady resident a novel,The lady resident : a novel,,,The lady resident
1974,SC2184,1880,1880,"Parr, Louisa","Parr, Louisa",Adam and Eve,Adam and Eve,,,Adam and Eve
1975,SC2185,1880,1880,"Praed, Mrs. Campbell","Praed, Mrs. Campbell",An Australian heroine,An Australian heroine ..,,,An Australian heroine
1976,SC2187,1880,1880,Russell William Clark 1844 1911,"Russell, William Clark",A Sailor s Sweetheart An account of the wreck of the sailing ship Waldershare etc A novel,"A Sailor's Sweetheart. An account of the wreck of the sailing ship, ""Waldershare,"" etc. [A novel.]",,,A Sailor's Sweetheart
1977,SC2188,1880,1880,Sartoris Adelaide Kemble 1814 1879,Sartoris Adelaide Kemble,Past hours,Past hours,,,Past hours
1978,SC2192,1880,1880,Tharp Theodore A,Tharp Theodore A,The sword of Damocles,The sword of Damocles,,,The sword of Damocles
1979,SC2193,1880,1880,"Trollope, Anthony","Trollope, Anthony",The Duke s Children A Novel By Authony Trollope In Three Volumes,The Duke's Children,Bildungsroman,"Lowe, Brigid. ""The Bildungsroman."" The Cambridge History of the English Novel. Eds. Robert L. Caserio and Clement Hawes. Cambridge University Press, 2011. Cambridge Histories Online. Cambridge University Press. 14 August 2012 DOI:10.1017/CHOL9780521194952.027",The Duke's Children
1980,SC2194,1880,1880,Tytler Sarah 1827 1914,"Tytler, Sarah",Oliver Constable miller and baker,"Oliver Constable, miller and baker",,,"Oliver Constable, miller and baker"
1981,SC2195,1880,1880,Walford Lucy Bethia 1845 1915,"Walford, Lucy Bethia",Troublesome daughters,Troublesome daughters,,,Troublesome daughters
1982,SC2196,1880,1880,Wilton L E,Wilton L E,Mary Browne,Mary Browne,,,Mary Browne
1983,SC2197,1880,1880,Wilton Maurice,Wilton Maurice,The old love is the new A novel,The old love is the new. A novel,,,The old love is the new
1984,SC2198,1881,1881,"Aldred, W W","Aldred, W W",A lost cause a story of the last rebellion in Poland,A lost cause : a story of the last rebellion in Poland,,,A lost cause
1985,SC2199,1881,1881,"Alexander, George Gardiner","Alexander, George Gardiner",Doctor Victoria a picture from the period,Doctor Victoria : a picture from the period,,,Doctor Victoria
1986,SC2200,1881,1881,"Allison, William Blinkhoolie","Allison, William Blinkhoolie",Blair Athol a novel,Blair Athol : a novel,,,Blair Athol
1987,SC2201,1881,1881,Anonymous,Anonymous,Amat. a Novel,Amat : a novel,,,Amat
1988,SC2202,1881,1881,"Barrett, Frank","Barrett, Frank",Folly Morrison a novel,Folly Morrison : a novel,,,Folly Morrison
1989,SC2203,1881,1881,"Barrett, Frank","Barrett, Frank",Lieutenant Barnabas a novel,Lieutenant Barnabas : a novel,,,Lieutenant Barnabas
1990,SC2204,1881,1881,"Besant, Walter","Besant, Walter",The chaplain of the fleet a novel,The chaplain of the fleet : a novel,,,The chaplain of the fleet
1991,SC2205,1881,1881,"Besant, Walter","Besant, Walter",The ten years tenant and other stories,The ten years' tenant : and other stories,,,The ten years' tenant
1992,SC2206,1881,1881,"Black, William","Black, William",Sunrise a story of these times,Sunrise; a story of these times,,,Sunrise
1993,SC2207,1881,1881,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",Asphodel a novel,"Asphodel, a novel",,,Asphodel
1994,SC2208,1881,1881,Carey Rosa Nouchette 1840 1909,Carey Rosa Nouchette,Queenie s whim a novel By Rosa Nouchette Carey In three volumes,Queenie's whim : a novel By Rosa Nouchette Carey ... In three volumes,,,Queenie's whim
1995,SC2209,1881,1881,"Coleridge, Christabel Rose","Coleridge, Christabel Rose",An English squire a novel,An English squire : a novel,,,An English squire
1996,SC2210,1881,1881,"Collins, Wilkie","Collins, Wilkie",The black robe,The black robe,,,The black robe
1997,SC2211,1881,1881,Cox Anne,Cox Anne,A romance of Regent Street a novel,A romance of Regent Street : a novel,,,A romance of Regent Street
1998,SC2212,1881,1881,Craik Georgiana M Georgiana Marion 1831 1895,"Craik, Georgiana Marion",Sydney,Sydney,,,Sydney
1999,SC2213,1881,1881,Crommelin May,"Crommelin, May",Miss Daisy Dimity,Miss Daisy Dimity,,,Miss Daisy Dimity
2000,SC2214,1881,1881,Dickens Helen,Dickens Helen,A womans requital a novel,A womans requital : a novel,,,A womans requital
2001,SC2215,1881,1881,Fane Violet 1843 1905,Fane Violet,Sophy or The adventures of a savage,"Sophy : or, The adventures of a savage",,,Sophy
2002,SC2217,1881,1881,Fothergill Jessie 1851 1891,"Fothergill, Jessie",The Wellfields a novel,The Wellfields: a novel,,,The Wellfields
2003,SC2218,1881,1989,"Gibbon, Charles","de Lint, Charles",The braes of Yarrow a romance,Yarrow,,,Yarrow
2004,SC2219,1881,1881,"Grant, Alexander Charles","Grant, Alexander Charles","Bush Life in Queensland, Or, John West's Colonial Experiences","Bush-life in Queensland : or, John West's colonial experiences",,,Bush-life in Queensland
2005,SC2220,1881,1881,"Grant, James","Grant, James (1822)",Derval Hampton a story of the sea,Derval Hampton : a story of the sea,,,Derval Hampton
2006,SC2221,1881,1881,Greg Percy,"Greg, Percy",Ivy cousin and bride,Ivy: cousin and bride,,,Ivy
2007,SC2222,1881,1881,"Ingelow, Jean","Ingelow, Jean",Don John a story,Don John : a story,,,Don John
2008,SC2224,1881,1881,Linton E Lynn Elizabeth Lynn 1822 1898,"Linton, E. Lynn (Elizabeth Lynn)",My love,My love!,,,My love!
2009,SC2225,1881,1881,"Macquoid, Katharine Sarah","Macquoid, Katharine Sarah",Beside the river a tale,Beside the river: a tale,,,Beside the river
2010,SC2226,1881,1881,Mallock W H William Hurrell 1849 1923,Mallock William Hurrell (W. H.),A romance of the nineteenth century,A romance of the nineteenth century,,,A romance of the nineteenth century
2011,SC2227,1881,1881,Middlemass Jean,"Middlemass, Jean",Sackcloth and broadcloth A novel,Sackcloth and broadcloth. A novel,,,Sackcloth and broadcloth
2012,SC2228,1881,1881,Mills John d ca 1885,"Mills, John",Too fast to last,Too fast to last,,,Too fast to last
2013,SC2229,1881,1881,Murray David Christie 1847 1907,Murray David Christie,Joseph s coat,Joseph's coat,,,Joseph's coat
2014,SC2231,1881,1881,Norris W E William Edward 1847 1925,Norris William Edward,Matrimony,Matrimony,,,Matrimony
2015,SC2232,1881,1881,Oliphant Mrs Margaret 1828 1897,"Oliphant, Mrs. Margaret",Harry Joscelyn,Harry Joscelyn,,,Harry Joscelyn
2016,SC2233,1881,1881,Randolph Mrs,Randolph Mrs,Little Pansy,Little Pansy,,,Little Pansy
2017,SC2234,1881,1881,Riddell J H Mrs 1832 1906,"Riddell, Mrs. J. H.",The senior partner A novel,The senior partner. A novel,,,The senior partner
2018,SC2235,1881,1881,Rita,Rita,My lady coquette a novel,My lady coquette : a novel,,,My lady coquette
2019,SC2236,1881,1881,Shorthouse J H Joseph Henry 1834 1903,Shorthouse Joseph Henry,John Inglesant a romance,John Inglesant; a romance ..,Historical,"Sutherland, John. The Longman Companion to Victorian Fiction. 2nd ed. Harlow, England: Pearson Longman, 2009.",John Inglesant
2020,SC2237,1881,1881,Solly Henry b 1813,Solly Henry,James Woodford carpenter and Chartist,James Woodford : carpenter and Chartist,,,James Woodford
2021,SC2238,1881,1881,Steinman Emma C C,Steinman Emma C C,Our little gipsy a novel,Our little gipsy : a novel,,,Our little gipsy
2022,SC2240,1881,1881,"White, William Hale","White, William Hale",The Autobiography of Mark Rutherford Dissenting Minister Edited by His Friend Reuben Shapcott,"The Autobiography of Mark Rutherford, Dissenting Minister. Edited by His Friend, Reuben Shapcott",,,"The Autobiography of Mark Rutherford, Dissenting Minister"
2023,SC2242,1882,1882,Author of The fortunes of Hassan,Author of The fortunes of Hassan,Una Crichton by the Author of The fortunes of Hassan,Una Crichton / by the Author of The fortunes of Hassan.,,,Una Crichton
2024,SC2243,1882,1882,"Barrett, Frank","Barrett, Frank",A prodigal s progress,A prodigal's progress,,,A prodigal's progress
2025,SC2244,1882,1882,"Besant, Walter","Besant, Walter",All sorts and conditions of men an impossible story,All sorts and conditions of men : an impossible story,,,All sorts and conditions of men
2026,SC2245,1882,1882,"Boyle, Frederick","Boyle, Frederick",The golden prime a novel,The golden prime : a novel,,,The golden prime
2027,SC2246,1882,1882,"Braddon, Mary Elizabeth","Braddon, Mary Elizabeth",Mount Royal a novel,Mount Royal : a novel,,,Mount Royal
2028,SC2247,1882,1882,"Brookfield, Arthur Montagu","Brookfield, Arthur Montagu",The autobiography of Thomas Allen,The autobiography of Thomas Allen,,,The autobiography of Thomas Allen
2029,SC2248,1882,1882,Cambridge Ada 1844 1926,Cambridge Ada,A mere chance A novel,A mere chance. A novel,,,A mere chance
2030,SC2250,1882,1882,"Clare, Austin","Clare, Austin",A child of the menhir a novel,A child of the menhir : a novel,,,A child of the menhir
2031,SC2251,1882,1882,"Collins, Frances Cotton","Collins, Frances Cotton",A broken lily,A broken lily,,,A broken lily
2032,SC2252,1882,1882,Colomb Colonel George Hatton,Colomb Colonel George Hatton,For king and Kent 1648 a true story of the great rebellion,For king and Kent (1648); a true story of the great rebellion,,,For king and Kent
2033,SC2253,1882,1882,"Cresswell, Henry","Cresswell, Henry",Fair and free,Fair and free,,,Fair and free
2034,SC2254,1882,1882,Croker B M Bithia Mary d 1920,"Croker, Bithia Mary",Proper pride a novel,Proper pride : a novel,,,Proper pride
2035,SC2255,1882,1882,"Gerard, Emily","Gerard, Emily",Beggar my neighbor,Beggar my neighbor,,,Beggar my neighbor
2036,SC2256,1882,1882,Grant Maria M,Grant Maria M,One May day a sketch in summer time,One May day : a sketch in summer-time,,,One May day
2037,SC2257,1882,1882,Henslowe J R,"Henslowe, J R",White and red,White and red,,,White and red
2038,SC2258,1882,1882,Hoey Frances Sarah Johnston 1830 1908,"Hoey, Frances Sarah Johnston",The question of Cain,The question of Cain,,,The question of Cain
2039,SC2259,1882,1882,Holtzmeyer Genie,"Holtzmeyer, Genie",Heavily handicapped,Heavily handicapped,,,Heavily handicapped
2041,SC2261,1882,1882,"Jefferies, Richard","Jefferies, Richard",Bevis The Story of a Boy By Richard Jefferies In Three Volumes,Bevis: The Story of a Boy: By Richard Jefferies ... In Three Volumes,,,Bevis
2042,SC2263,1882,1882,Kelly Tom Mrs,Kelly Tom Mrs,Time and chance a novel,Time and chance : a novel,,,Time and chance
2043,SC2264,1882,1882,King Richard Ashe 1839 1932,King Richard Ashe,Love the debt,Love the debt,,,Love the debt
2044,SC2266,1882,1882,Lloyd Jessie Sale Hopkins 1846,Lloyd Jessie Sale Hopkins,We Costelions a novel,We Costelions. : a novel,,,We Costelions
2045,SC2267,1882,1882,Malet Lucas 1852 1931,Malet Lucas,Mrs Lorimer a sketch in black and white,Mrs. Lorimer : a sketch in black and white,,,Mrs Lorimer
2046,SC2268,1882,1882,Marryat Florence 1837 1899,"Marryat, Florence",How they loved him a novel,How they loved him : a novel,,,How they loved him
2047,SC2269,1882,1882,Marshall W fl 1880 1884,Marshall W fl,Strange Chapman a north of England story,Strange Chapman : a north of England story,,,Strange Chapman
2048,SC2270,1882,1882,Merivale Herman Charles 1839 1906,Merivale Herman Charles,Faucit of Balliol A story in two parts,Faucit of Balliol. A story in two parts,,,Faucit of Balliol
2049,SC2271,1882,1882,Molloy J Fitzgerald Joseph Fitzgerald 1858 1908,Molloy Joseph Fitzgerald,It is no wonder a story of bohemian life,It is no wonder : a story of bohemian life,,,It is no wonder
2050,SC2272,1882,1882,Oliphant Mrs Margaret 1828 1897,"Oliphant, Mrs. Margaret",In trust the story of a lady and her lover,In trust; the story of a lady and her lover,,,In trust
2051,SC2273,1882,1882,Ouida 1839 1908,Ramé Maria Louise Ouida (pseud),In Maremma A story,In Maremma. A story,,,In Maremma
2052,SC2274,1882,1882,Payn James 1830 1898,"Payn, James",For cash only a novel,For cash only : a novel,,,For cash only
2053,SC2275,1882,1882,Praed Campbell Mrs 1851 1935,"Praed, Mrs. Campbell",Nadine the study of a woman,Nadine : the study of a woman,,,Nadine
